Account,Expected Sign,Accounts.Account Title,AccountControl.Account Title,Classification,Narration,,,,,,,,,,
302,Dr,Bank Fees and Charges,Bank Fees and Charges,Expense,Administration,,,,,,,,,,
303,Dr,Breeding and Herd Improvement,Breeding and Herd Improvement,Expense,Breeding & Herd Improvement,,,,,,,,,,
304,Dr,Building,Building,Expense,Breeding & Herd Improvement,,,,,,,,,,
305,Cr,Capital Gain on Sale of Assets,Capital Gain on Sale of Assets,Income,Gain/Loss on Disposal of Asset,,,,,,,,,,
306,Dr,Capital Loss on Sale of Assets,Capital Loss on Sale of Assets,Income,Gain/Loss on Disposal of Asset,,,,,,,,,,
307,Dr,Car,Car,Expense,Vehicles & Fuel,,,,,,,,,,
313,Dr,Computer Expenses,Computer Expenses,Expense,Administration,,,,,,,,,,
315,Dr,Consultancy Fees,Consultancy Fees,Expense,Administration,,,,,,,,,,
316,Dr,Contractors,Contractors,Unknown,Unknown,,,,,,,,,,
319,Dr,Crop Expenses,Crop Expenses,Expense,"Net feed made, purchased, cropped",,,,,,,,,,
320,Dr,Cultivation,Cultivation,Expense,"Net feed made, purchased, cropped",,,,,,,,,,
323,Dr,Dairy Shed Expenses,Dairy Shed Expenses,Expense,Dairy Shed,,,,,,,,,,
330,Dr,Depreciation,Depreciation,Expense,Deprciation,,,,,,,,,,
331,Cr,Depreciation Recovered,Depreciation Recovered,Expense,Deprciation,,,,,,,,,,
334,Dr,Directors' Fees - Owners,Directors' Fees - Owners,Expense,Related Party Remunations,,,,,,,,,,
335,Dr,Directors' Fees - External Parties,Directors' Fees - External Parties,Expense,Related Party Remunations,,,,,,,,,,
336,Dr,Directors' Salaries,Directors' Salaries,Expense,Related Party Remunations,,,,,,,,,,
339,Dr,Dogs and Horses,Dogs and Horses,Expense,Freight & General,,,,,,,,,,
340,Dr,Donations,Donations,Expense,Administration,,,,,,,,,,
341,Cr,Effluent,Effluent,Expense,Irrigation,,,,,,,,,,
342,Dr,Drainage,Drainage,Expense,Irrigation,,,,,,,,,,
345,Dr,Dwelling,Dwelling,Expense,Repairs & Maintenance,,,,,,,,,,
346,Dr,Electricity and Gas - Farm,Electricity and Gas - Farm,Expense,Electricity,,,,,,,,,,
347,Dr,Electricity and Gas - House,Electricity and Gas - House,Expense,Electricity,,,,,,,,,,
348,Dr,Employee Accommodation,Employee Accommodation,Expense,Staff Costs,,,,,,,,,,
349,Dr,Entertainment - Deductible,Entertainment - Deductible,Expense,Administration,,,,,,,,,,
350,Dr,Entertainment - Non Deductible,Entertainment - Non Deductible,Expense,Administration,,,,,,,,,,
351,Dr,Equipment Hire,Equipment Hire,Expense,Freight & General,,,,,,,,,,
352,Dr,Farm Bikes,Farm Bikes,Expense,Vehicles & Fuel,,,,,,,,,,
353,Dr,Farm Tracks and Races,Farm Tracks and Races,,,,,,,,,,,,
354,Dr,Feed - Grown on Farm,Feed - Grown on Farm,Expense,"Net feed made, purchased, cropped",,,,,,,,,,
355,Dr,Feed - Bought In,Feed - Bought In,Expense,"Net feed made, purchased, cropped",,,,,,,,,,
356,Dr,Fences and Yards,Fences and Yards,Expense,Repairs & Maintenance,,,,,,,,,,
358,Dr,"Fertiliser, Spreading and Cartage","Fertiliser, Spreading and Cartage",Expense,Fertiliser,,,,,,,,,,
359,Dr,Forestry,Forestry,,,,,,,,,,,,
361,Dr,Freight and Cartage,Freight and Cartage,Expense,Freight & General,,,,,,,,,,
362,Dr,Fringe Benefit Tax,Fringe Benefit Tax,Expense,Administration,,,,,,,,,,
363,Dr,Fringe Benefit Tax- GST,Fringe Benefit Tax- GST,Expense,Administration,,,,,,,,,,
364,Dr,Fuel and Oil,Fuel and Oil,Expense,Vehicles & Fuel,,,,,,,,,,
365,Dr,General Expenses,General Expenses,Expense,Freight & General,,,,,,,,,,
366,Dr,General Farm Working,General Farm Working,Expense,Freight & General,,,,,,,,,,
367,Dr,Goods and Services Tax,Goods and Services Tax,,,,,,,,,,,,
368,Dr,Grazing,Grazing,Expense,Stock Grazing,,,,,,,,,,
369,Dr,Harvesting,Harvesting,,,,,,,,,,,,
372,Cr,Health and Safety Costs,Health and Safety Costs,Expense,Administration,,,,,,,,,,
374,Dr,Home Office Expenses,Home Office Expenses,Expense,Administration,,,,,,,,,,
376,Dr,Insurance,Insurance,Expense,Insurance ,,,,,,,,,,
378,Dr,Interest - Bank Overdraft,Interest - Bank Overdraft,Expense,Interest - Bank,,,,,,,,,,
379,Dr,Interest - Related Parties,Interest - Related Parties,Expense,Interest - Related Party,,,,,,,,,,
380,Dr,Interest - Loans,Interest - Loans,Expense,Interest - Bank,,,,,,,,,,
381,Dr,Interest - Other,Interest - Other,Expense,Interest - Bank,,,,,,,,,,
382,Dr,Interest and Hire Purchase Charges,Interest and Hire Purchase Charges,Expense,Interest - Hire Purchase,,,,,,,,,,
383,Dr,IRD Penalties - Non Deductible,IRD Penalties - Non Deductible,Expense,Administration,,,,,,,,,,
384,Dr,Interest - Use of Money,Interest - Use of Money,Expense,Interest - Bank,,,,,,,,,,
385,Dr,Irrigation Expenses,Irrigation Expenses,Expense,Irrigation,,,,,,,,,,
386,Dr,Lease - Livestock,Lease - Livestock,,,,,,,,,,,,
387/000,Dr,Lease - Property,Lease - Property,Expense,Milking Platform Lease,,,,,,,,,,
387/001,Dr,Lease - External,Lease - Property,Expense,Milking Platform Lease,,,,,,,,,,
387/002,Dr,Lease - Related Party,Lease - Property,Expense,Milking Platform Lease,,,,,,,,,,
388,Dr,Legal Fees - Deductible,Legal Fees - Deductible,Expense,Administration,,,,,,,,,,
389,Dr,Legal Fees - Non Deductible,Legal Fees - Non Deductible,Expense,Administration,,,,,,,,,,
393,Dr,Loan Fees,Loan Fees,Expense,Administration,,,,,,,,,,
395,Dr,Loss on Sale of Fixed Assets,Loss on Sale of Fixed Assets,,,,,,,,,,,,
398,Dr,Management Fees - Owners,Management Fees - Owners,Expense,Related Party Remunations,,,,,,,,,,
399,Dr,Management Fees - External,Management Fees - External,Expense,Related Party Remunations,,,,,,,,,,
402,Cr,Meals Provided,Meals Provided,Expense,Staff Costs,,,,,,,,,,
403,Dr,Motor Vehicle Expenses,Motor Vehicle Expenses,Expense,Vehicles & Fuel,,,,,,,,,,
404,Cr,Mustering,Mustering,,,,,,,,,,,,
405,Dr,Office Expenses,Office Expenses,Expense,Administration,,,,,,,,,,
406,Dr,Other Non Deductible Expenses,Other Non Deductible Expenses,,,,,,,,,,,,
407,Dr,Operating Lease Payments,Operating Lease Payments,Expense,Feed Support Lease,,,,,,,,,,
409,Dr,Pasture Renewal Spraying,Pasture Renewal Spraying,Expense,Regrassing,,,,,,,,,,
411,Dr,Pollination,Pollination,Expense,Regrassing,,,,,,,,,,
415,Dr,Plant and Machinery,Plant and Machinery,Expense,Repairs & Maintenance,,,,,,,,,,
416,Dr,Postage,Postage,Expense,Administration,,,,,,,,,,
417,Dr,Printing and Stationery,Printing and Stationery,Expense,Administration,,,,,,,,,,
419,Dr,Promotional Expenses,Promotional Expenses,Expense,Administration,,,,,,,,,,
420,Dr,Protective Clothing,Protective Clothing,Expense,Staff Costs,,,,,,,,,,
422,Dr,Rates,Rates,Expense,rates,,,,,,,,,,
423,Dr,Rearing Costs,Rearing Costs,Expense,Animal Health,,,,,,,,,,
424,Dr,Regrassing,Regrassing,Expense,Regrassing,,,,,,,,,,
425,Dr,Rent,Rent,Expense,Milking Platform Lease,,,,,,,,,,
429,Dr,Repairs and Maintenance,Repairs and Maintenance,Expense,Repairs & Maintenance,,,,,,,,,,
430,Cr,Rubbish Removal,Rubbish Removal,Expense,Repairs & Maintenance,,,,,,,,,,
434,Dr,Salaries,Salaries,Expense,Staff Costs,,,,,,,,,,
435,Cr,Sale Costs,Sale Costs,Expense,Administration,,,,,,,,,,
436,Dr,Security Expenses,Security Expenses,Expense,Repairs & Maintenance,,,,,,,,,,
437,Dr,Seeds,Seeds,Expense,Regrassing,,,,,,,,,,
445,Dr,Shelter Trees,Shelter Trees,Expense,Repairs & Maintenance,,,,,,,,,,
447,Dr,Soil Conservation,Soil Conservation,Expense,"Net feed made, purchased, cropped",,,,,,,,,,
448,Dr,Sponsorship,Sponsorship,Expense,Administration,,,,,,,,,,
449,Dr,Staff Expenses,Staff Expenses,Expense,Staff Costs,,,,,,,,,,
456,Dr,Subscriptions and Licences,Subscriptions and Licences,Expense,Administration,,,,,,,,,,
457,Dr,Superannuation /KiwiSaver Contributions,Superannuation /KiwiSaver Contributions,Expense,Staff Costs,,,,,,,,,,
458,Dr,Telephone,Telephone,Expense,Administration,,,,,,,,,,
460,Dr,Tractor,Tractor,Expense,Vehicles & Fuel,,,,,,,,,,
461,Dr,Trailer,Trailer,Expense,Vehicles & Fuel,,,,,,,,,,
462,Dr,Tool Replacement,Tool Replacement,Expense,Repairs & Maintenance,,,,,,,,,,
464,Dr,Travelling Expenses,Travelling Expenses,Expense,Administration,,,,,,,,,,
465,Dr,Travelling Expenses - Overseas,Travelling Expenses - Overseas,Expense,Administration,,,,,,,,,,
467,Dr,Truck,Truck,Expense,Vehicles & Fuel,,,,,,,,,,
469,Dr,Ute,Ute,Expense,Vehicles & Fuel,,,,,,,,,,
470,Dr,Valuation Fees,Valuation Fees,Expense,Administration,,,,,,,,,,
471,Dr,Vine Expenses,Vine Expenses,,,,,,,,,,,,
472,Dr,Wages,Wages,Expense,Staff Costs,,,,,,,,,,
473,Dr,Wages - Admin,Wages - Admin,Expense,Staff Costs,,,,,,,,,,
474,Dr,Water and Dams,Water and Dams,Expense,Irrigation,,,,,,,,,,
475,Dr,Weed and Pest Control,Weed and Pest Control,Expense,Weed & Pest,,,,,,,,,,
480/000,Dr,Partner/Directors Salary,Income Distribution,Expense,Related Party Remunations,,,,,,,,,,
480/001,Dr,Partner/Director 1,Income Distribution,Expense,Related Party Remunations,,,,,,,,,,
480/002,Dr,Partner/Director 2,Income Distribution,Expense,Related Party Remunations,,,,,,,,,,
480/003,Dr,Partner/Director 3,Income Distribution,Expense,Related Party Remunations,,,,,,,,,,
480/004,Dr,Partner/Director 4,Income Distribution,Expense,Related Party Remunations,,,,,,,,,,
480/005,Dr,Partner/Director 5,Income Distribution,Expense,Related Party Remunations,,,,,,,,,,
480/006,Dr,Partner/Director 6,Income Distribution,Expense,Related Party Remunations,,,,,,,,,,
480/007,Dr,Partner/Director 7,Income Distribution,Expense,Related Party Remunations,,,,,,,,,,
480/008,Dr,Partner/Director 8,Income Distribution,Expense,Related Party Remunations,,,,,,,,,,
480/009,Dr,Partner/Director 9,Income Distribution,Expense,Related Party Remunations,,,,,,,,,,
480/100,Dr,Shareholder Salary,Income Distribution,Expense,Related Party Remunations,,,,,,,,,,
480/101,Dr,Shareholder Salary 1,Income Distribution,Expense,Related Party Remunations,,,,,,,,,,
480/102,Dr,Shareholder Salary 2,Income Distribution,Expense,Related Party Remunations,,,,,,,,,,
480/103,Dr,Shareholder Salary 3,Income Distribution,Expense,Related Party Remunations,,,,,,,,,,
480/104,Dr,Shareholder Salary 4,Income Distribution,Expense,Related Party Remunations,,,,,,,,,,
480/105,Dr,Shareholder Salary 5,Income Distribution,Expense,Related Party Remunations,,,,,,,,,,
480/106,Dr,Shareholder Salary 6,Income Distribution,Expense,Related Party Remunations,,,,,,,,,,
480/107,Dr,Shareholder Salary 7,Income Distribution,Expense,Related Party Remunations,,,,,,,,,,
480/108,Dr,Shareholder Salary 8,Income Distribution,Expense,Related Party Remunations,,,,,,,,,,
480/109,Dr,Shareholder Salary 9,Income Distribution,Expense,Related Party Remunations,,,,,,,,,,
480/200,Dr,Beneficiary Income Distribution,Income Distribution,Expense,Related Party Remunations,,,,,,,,,,
480/201,Dr,Beneficiary 1,Income Distribution,Expense,Related Party Remunations,,,,,,,,,,
480/202,Dr,Beneficiary 2,Income Distribution,Expense,Related Party Remunations,,,,,,,,,,
480/203,Dr,Beneficiary 3,Income Distribution,Expense,Related Party Remunations,,,,,,,,,,
480/204,Dr,Beneficiary 4,Income Distribution,Expense,Related Party Remunations,,,,,,,,,,
480/205,Dr,Beneficiary 5,Income Distribution,Expense,Related Party Remunations,,,,,,,,,,
480/206,Dr,Beneficiary 6,Income Distribution,Expense,Related Party Remunations,,,,,,,,,,
480/207,Dr,Beneficiary 7,Income Distribution,Expense,Related Party Remunations,,,,,,,,,,
480/208,Dr,Beneficiary 8,Income Distribution,Expense,Related Party Remunations,,,,,,,,,,
480/209,Dr,Beneficiary 9,Income Distribution,Expense,Related Party Remunations,,,,,,,,,,
480/210,Dr,Beneficiary 10,Income Distribution,Expense,Related Party Remunations,,,,,,,,,,
480/300,Dr,Management Fee/Salary,Income Distribution,Expense,Related Party Remunations,,,,,,,,,,
480/301,Dr,Partner/Shareholder 1,Income Distribution,Expense,Related Party Remunations,,,,,,,,,,
480/302,Dr,Partner/Shareholder 2,Income Distribution,Expense,Related Party Remunations,,,,,,,,,,
480/303,Dr,Partner/Shareholder 3,Income Distribution,Expense,Related Party Remunations,,,,,,,,,,
480/400,Dr,Interest on Current Accounts,Income Distribution,Expense,Related Party Remunations,,,,,,,,,,
480/401,Dr,Beneficiary/Partner/Shareholder 1,Income Distribution,Expense,Related Party Remunations,,,,,,,,,,
480/402,Dr,Beneficiary/Partner/Shareholder 2,Income Distribution,Expense,Related Party Remunations,,,,,,,,,,
480/403,Dr,Beneficiary/Partner/Shareholder 3,Income Distribution,Expense,Related Party Remunations,,,,,,,,,,
481,Cr,Abnormal Items - Income,Abnormal Items - Income,Unknown,Unknown,,,,,,,,,,
482,Dr,Abnormal Items - Expense,Abnormal Items - Expense,Unknown,Unknown,,,,,,,,,,
483,Dr,Subvention Receipts~Subvention Payments,Subvention Receipts~Subvention Payments,,,,,,,,,,,,
484,Dr,Minority Interest,Minority Interest,,,,,,,,,,,,
485/000,Cr,Deferred Income,Deferred Income,,,,,,,,,,,,
485/003,Cr,Livestock,Deferred Income,,,,,,,,,,,,
485/004,Cr,Transfer from Livestock Reserves,Deferred Income,,,,,,,,,,,,
485/005,Cr,[Deferred Income],Deferred Income,,,,,,,,,,,,
486/000,Dr,Deferred Expense,Deferred Expense,,,,,,,,,,,,
486/003,Dr,Livestock,Deferred Expense,,,,,,,,,,,,
486/004,Dr,Transfer to Livestock Reserves,Deferred Expense,,,,,,,,,,,,
486/005,Dr,[Deferred Expense],Deferred Expense,,,,,,,,,,,,
487,Dr,Prior Period Adjustments,Prior Period Adjustments,,,,,,,,,,,,
488,Dr,Income Tax Expense,Income Tax Expense,,,,,,,,,,,,
489,Dr,~Underprovision~Overprovision~ for Income Tax Last Year,~Underprovision~Overprovision~ for Income Tax Last Year,,,,,,,,,,,,
490,Dr,Qualifying Company Entry Tax,Qualifying Company Entry Tax,,,,,,,,,,,,
491,Dr,Prior Period Tax Adjustments,Prior Period Tax Adjustments,,,,,,,,,,,,
492/000,Dr,Dividends - Final,Dividends,,,,,,,,,,,,
492/001,Dr,Dividend - Shareholder 1,Dividends,,,,,,,,,,,,
492/002,Dr,Dividend - Shareholder 2,Dividends,,,,,,,,,,,,
492/100,Dr,Dividends - Interim,Dividends,,,,,,,,,,,,
492/101,Dr,Dividend - Shareholder 1,Dividends,,,,,,,,,,,,
492/102,Dr,Dividend - Shareholder 2,Dividends,,,,,,,,,,,,
493,Dr,~Underprovision~Overprovision~ for Dividend Last Year,~Underprovision~Overprovision~ for Dividend Last Year,,,,,,,,,,,,
494,Dr,Bonus Issue,Bonus Issue,,,,,,,,,,,,
495,Dr,RWT Tax Credits Distributed,RWT Tax Credits Distributed,,,,,,,,,,,,
496,Dr,Fundamental Errors,Fundamental Errors,,,,,,,,,,,,
497,Dr,Transfer to Reserves,Transfer to Reserves,,,,,,,,,,,,
498,Cr,Transfer from Reserves,Transfer from Reserves,,,,,,,,,,,,
499,Dr,RWT Tax Credits Allocated From LTC/LP,RWT Tax Credits Allocated From LTC/LP,,,,,,,,,,,,
500/000,Cr,Fixed Capital,Fixed Capital,Current Account,Current Account,,,,,,,,,,
500/001,Cr,Partner 1,Fixed Capital,Current Account,Current Account,,,,,,,,,,
500/002,Cr,Partner 2,Fixed Capital,Current Account,Current Account,,,,,,,,,,
501/000,Cr,Opening Balance,Opening Balance,Current Account,Current Account,,,,,,,,,,
501/001,Cr,Beneficiary/Partner/Shareholder 1,Opening Balance,Current Account,Current Account,,,,,,,,,,
501/002,Cr,Beneficiary/Partner/Shareholder 2,Opening Balance,Current Account,Current Account,,,,,,,,,,
501/003,Cr,Beneficiary/Partner/Shareholder 3,Opening Balance,Current Account,Current Account,,,,,,,,,,
501/004,Cr,Beneficiary/Partner/Shareholder 4,Opening Balance,Current Account,Current Account,,,,,,,,,,
501/005,Cr,Beneficiary/Partner/Shareholder 5,Opening Balance,Current Account,Current Account,,,,,,,,,,
501/006,Cr,Beneficiary/Partner/Shareholder 6,Opening Balance,Current Account,Current Account,,,,,,,,,,
501/007,Cr,Beneficiary/Partner/Shareholder 7,Opening Balance,Current Account,Current Account,,,,,,,,,,
501/008,Cr,Beneficiary/Partner/Shareholder 8,Opening Balance,Current Account,Current Account,,,,,,,,,,
501/009,Cr,Beneficiary/Partner/Shareholder 9,Opening Balance,Current Account,Current Account,,,,,,,,,,
501/010,Cr,Beneficiary/Partner/Shareholder 10,Opening Balance,Current Account,Current Account,,,,,,,,,,
501/011,Cr,Opening Balance,Opening Balance,Current Account,Current Account,,,,,,,,,,
501/012,Cr,Opening Balance,Opening Balance,Current Account,Current Account,,,,,,,,,,
501/013,Cr,Opening Balance,Opening Balance,Current Account,Current Account,,,,,,,,,,
501/014,Cr,Opening Balance,Opening Balance,Current Account,Current Account,,,,,,,,,,
501/015,Cr,Opening Balance,Opening Balance,Current Account,Current Account,,,,,,,,,,
501/016,Cr,Opening Balance,Opening Balance,Current Account,Current Account,,,,,,,,,,
501/017,Cr,Opening Balance,Opening Balance,Current Account,Current Account,,,,,,,,,,
501/018,Cr,Opening Balance,Opening Balance,Current Account,Current Account,,,,,,,,,,
501/019,Cr,Opening Balance,Opening Balance,Current Account,Current Account,,,,,,,,,,
501/020,Cr,Opening Balance,Opening Balance,Current Account,Current Account,,,,,,,,,,
502/000,Cr,~Profit~Loss~ Earned This Year,~Profit~Loss~ Earned This Year,Current Account,Current Account,,,,,,,,,,
502/001,Cr,Beneficiary/Partner/Shareholder 1,~Profit~Loss~ Earned This Year,Current Account,Current Account,,,,,,,,,,
502/002,Cr,Beneficiary/Partner/Shareholder 2,~Profit~Loss~ Earned This Year,Current Account,Current Account,,,,,,,,,,
502/003,Cr,Beneficiary/Partner/Shareholder 3,~Profit~Loss~ Earned This Year,Current Account,Current Account,,,,,,,,,,
502/004,Cr,Beneficiary/Partner/Shareholder 4,~Profit~Loss~ Earned This Year,Current Account,Current Account,,,,,,,,,,
502/005,Cr,Beneficiary/Partner/Shareholder 5,~Profit~Loss~ Earned This Year,Current Account,Current Account,,,,,,,,,,
502/006,Cr,Beneficiary/Partner/Shareholder 6,~Profit~Loss~ Earned This Year,Current Account,Current Account,,,,,,,,,,
502/007,Cr,Beneficiary/Partner/Shareholder 7,~Profit~Loss~ Earned This Year,Current Account,Current Account,,,,,,,,,,
502/008,Cr,Beneficiary/Partner/Shareholder 8,~Profit~Loss~ Earned This Year,Current Account,Current Account,,,,,,,,,,
502/009,Cr,Beneficiary/Partner/Shareholder 9,~Profit~Loss~ Earned This Year,Current Account,Current Account,,,,,,,,,,
502/010,Cr,Beneficiary/Partner/Shareholder 10,~Profit~Loss~ Earned This Year,Current Account,Current Account,,,,,,,,,,
502/011,Cr,~Profit~Loss~ Earned This Year,~Profit~Loss~ Earned This Year,Current Account,Current Account,,,,,,,,,,
502/012,Cr,~Profit~Loss~ Earned This Year,~Profit~Loss~ Earned This Year,Current Account,Current Account,,,,,,,,,,
502/013,Cr,~Profit~Loss~ Earned This Year,~Profit~Loss~ Earned This Year,Current Account,Current Account,,,,,,,,,,
502/014,Cr,~Profit~Loss~ Earned This Year,~Profit~Loss~ Earned This Year,Current Account,Current Account,,,,,,,,,,
502/015,Cr,~Profit~Loss~ Earned This Year,~Profit~Loss~ Earned This Year,Current Account,Current Account,,,,,,,,,,
502/016,Cr,~Profit~Loss~ Earned This Year,~Profit~Loss~ Earned This Year,Current Account,Current Account,,,,,,,,,,
502/017,Cr,~Profit~Loss~ Earned This Year,~Profit~Loss~ Earned This Year,Current Account,Current Account,,,,,,,,,,
502/018,Cr,~Profit~Loss~ Earned This Year,~Profit~Loss~ Earned This Year,Current Account,Current Account,,,,,,,,,,
502/019,Cr,~Profit~Loss~ Earned This Year,~Profit~Loss~ Earned This Year,Current Account,Current Account,,,,,,,,,,
502/020,Cr,~Profit~Loss~ Earned This Year,~Profit~Loss~ Earned This Year,Current Account,Current Account,,,,,,,,,,
503/000,Cr,Funds Introduced,Funds Introduced,Current Account,Current Account,,,,,,,,,,
503/001,Cr,Beneficiary/Partner/Shareholder 1,Funds Introduced,Current Account,Current Account,,,,,,,,,,
503/002,Cr,Beneficiary/Partner/Shareholder 2,Funds Introduced,Current Account,Current Account,,,,,,,,,,
503/003,Cr,Beneficiary/Partner/Shareholder 3,Funds Introduced,Current Account,Current Account,,,,,,,,,,
